"","Park","EcoSite","EventYear","Plot","EventPanel","Transect","Quadrat","rownumber","S.obs","S.chao1","se.chao1","S.ACE","se.ACE","simpson","shannon","invD"
"17253","AZRU","A",2008,"A03","A","A","3",17253,12,78,39.8313753407846,NA,NA,0.682262822835257,1.53661053848351,3.14725525329858
"17254","AZRU","A",2008,"A03","A","A","4",17254,11,66,34.8179790721212,NA,NA,0.724636426592798,1.64938206773778,3.63156240176045
"17255","AZRU","A",2008,"A03","A","A","5",17255,8,36,21.202725191719,NA,NA,0.717333333333333,1.59114352827965,3.5377358490566
"17256","AZRU","A",2008,"A03","A","B","1",17256,6,21,13.4562784071759,NA,NA,0.548014773776547,1.04381509730628,2.21246169560776
"17257","AZRU","A",2008,"A03","A","B","2",17257,4,10,6.97137002317335,NA,NA,0.128313655602584,0.320028398750907,1.14720163557373
"17258","AZRU","A",2008,"A03","A","B","3",17258,12,78,39.8313753407846,NA,NA,0.56454087223318,1.35807620307973,2.2964267740312
"17259","AZRU","A",2008,"A03","A","B","4",17259,5,15,10.041580220928,NA,NA,0.638250405624662,1.09618485276244,2.76434311343674
"17260","AZRU","A",2008,"A03","A","B","5",17260,17,153,68.0277721065285,NA,NA,0.883250032038959,2.4082941327852,8.56531284302964
"17261","AZRU","A",2008,"A03","A","C","1",17261,8,36,21.202725191719,NA,NA,0.533997864008544,1.17035333556402,2.14591291061879
"17262","AZRU","A",2008,"A03","A","C","2",17262,10,55,30.0340715612362,NA,NA,0.43481031271444,1.02565150634373,1.76931749197815
"17263","AZRU","A",2008,"A03","A","C","3",17263,7,28,17.1846588560844,NA,NA,0.707692307692308,1.48348965585713,3.42105263157895
"17264","AZRU","A",2008,"A03","A","C","4",17264,8,36,21.202725191719,NA,NA,0.746666666666667,1.58710756535408,3.94736842105263
"17265","AZRU","A",2008,"A03","A","C","5",17265,10,55,30.0340715612362,NA,NA,0.480195728360775,1.10127338805147,1.92380104312428
"17266","AZRU","A",2016,"A03","A","A","1",17266,5,15,10.041580220928,NA,NA,0.453011593929682,0.756762110624589,1.82819231432018
"17267","AZRU","A",2016,"A03","A","A","2",17267,7,28,17.1846588560844,NA,NA,0.035572603737802,0.115737957624859,1.03688468813274
"17268","AZRU","A",2016,"A03","A","A","3",17268,9,45,25.4911749434976,NA,NA,0.159884071971984,0.435050916387646,1.19031191605577
"17269","AZRU","A",2016,"A03","A","A","4",17269,12,78,39.8313753407846,NA,NA,0.718398347658291,1.39813116063793,3.55111552678871
"17270","AZRU","A",2016,"A03","A","A","5",17270,7,28,17.1846588560844,NA,NA,0.669124527717778,1.29595026929114,3.02228507027878
"17271","AZRU","A",2016,"A03","A","B","1",17271,10,55,30.0340715612362,NA,NA,0.472760849492151,0.82851246641982,1.89667250437828
"17272","AZRU","A",2016,"A03","A","B","2",17272,9,45,25.4911749434976,NA,NA,0.28065650109569,0.679859964022153,1.39015644337258
"17273","AZRU","A",2016,"A03","A","B","3",17273,14,105,50.5077551801041,NA,NA,0.76629742182139,1.65347979575809,4.27894295302013
"17274","AZRU","A",2016,"A03","A","B","4",17274,11,66,34.8179790721212,NA,NA,0.683287165281625,1.58074995876747,3.15743440233236
"17275","AZRU","A",2016,"A03","A","B","5",17275,16,136,61.9962048174298,NA,NA,0.665170132325142,1.56306418053127,2.98659139026112
"17276","AZRU","A",2016,"A03","A","C","1",17276,7,28,17.1846588560844,NA,NA,0.427700831024931,0.882656083438892,1.74733785091965
"17277","AZRU","A",2016,"A03","A","C","2",17277,8,36,21.202725191719,NA,NA,0.694045519442345,1.33991628303156,3.26846006038979
"17278","AZRU","A",2016,"A03","A","C","3",17278,11,66,34.8179790721212,NA,NA,0.868530636525877,2.14031984982114,7.60633484162896
"17279","AZRU","A",2016,"A03","A","C","4",17279,10,55,30.0340715612362,NA,NA,0.363493775120086,0.871290545301647,1.57107654397043
"17280","AZRU","A",2016,"A03","A","C","5",17280,8,36,21.202725191719,NA,NA,0.25082367945584,0.542217742323401,1.33479926230671
"17281","AZRU","A",2022,"A03","A","A","1",17281,5,15,10.041580220928,NA,NA,0.382642998027613,0.771600664969826,1.61980830670927
"17282","AZRU","A",2022,"A03","A","A","2",17282,6,21,13.4562784071759,NA,NA,0.583656603137123,1.03506657957177,2.40186347984606
"17283","AZRU","A",2022,"A03","A","A","3",17283,9,45,25.4911749434976,NA,NA,0.58396089311666,1.11326968194673,2.4036201968879
"17284","AZRU","A",2022,"A03","A","A","4",17284,4,10,6.97137002317335,NA,NA,0.553933784264863,0.933616607072687,2.24181963288109
"17285","AZRU","A",2022,"A03","A","A","5",17285,10,55,30.0340715612362,NA,NA,0.746258503401361,1.59083458697838,3.94101876675603
"17286","AZRU","A",2022,"A03","A","B","1",17286,6,21,13.4562784071759,NA,NA,0.647387511028331,1.19925841068401,2.83597442313039
"17287","AZRU","A",2022,"A03","A","B","2",17287,7,28,17.1846588560844,NA,NA,0.714186851211073,1.43743769494172,3.49878934624697
"17288","AZRU","A",2022,"A03","A","B","3",17288,9,45,25.4911749434976,NA,NA,0.688518903919528,1.36377694808142,3.21046770601336
"17289","AZRU","A",2022,"A03","A","B","4",17289,9,45,25.4911749434976,NA,NA,0.771,1.64453112850645,4.36681222707424
"17290","AZRU","A",2022,"A03","A","B","5",17290,15,120,56.1540848914841,NA,NA,0.814292581317097,2.12527292642344,5.38481449525453
"17291","AZRU","A",2022,"A03","A","C","1",17291,7,28,17.1846588560844,NA,NA,0.327203893996755,0.74625682446058,1.48633440514469
"17292","AZRU","A",2022,"A03","A","C","2",17292,10,55,30.0340715612362,NA,NA,0.712,1.53534964447679,3.47222222222222
"17293","AZRU","A",2022,"A03","A","C","3",17293,9,45,25.4911749434976,NA,NA,0.777120315581854,1.79503796760046,4.48672566371681
"17294","AZRU","A",2022,"A03","A","C","4",17294,10,55,30.0340715612362,NA,NA,0.195167071337727,0.529536309681455,1.24249389455538
"17295","AZRU","A",2022,"A03","A","C","5",17295,10,55,30.0340715612362,NA,NA,0.281403863148592,0.670735213514895,1.3916022487702
"17296","AZRU","A",2008,"A04","A","A","1",17296,9,45,25.4911749434976,NA,NA,0.5828125,1.36136598303278,2.39700374531835
"17297","AZRU","A",2008,"A04","A","A","2",17297,11,66,34.8179790721212,NA,NA,0.732098002551983,1.61101952002663,3.73270826468562
"17298","AZRU","A",2008,"A04","A","A","3",17298,10,55,30.0340715612362,NA,NA,0.429166910481514,0.970208975977367,1.75182556575956
"17299","AZRU","A",2008,"A04","A","A","4",17299,11,66,34.8179790721212,NA,NA,0.58759647565057,1.36912537803834,2.42480953958264
"17300","AZRU","A",2008,"A04","A","A","5",17300,12,78,39.8313753407846,NA,NA,0.81591796875,1.91883038522942,5.43236074270557
"17301","AZRU","A",2008,"A04","A","B","1",17301,12,78,39.8313753407846,NA,NA,0.746938775510204,1.74980460044218,3.95161290322581
"17302","AZRU","A",2008,"A04","A","B","2",17302,14,105,50.5077551801041,NA,NA,0.490626183562682,1.21287744413049,1.96319474564719
"17303","AZRU","A",2008,"A04","A","B","3",17303,10,55,30.0340715612362,NA,NA,0.260993139116356,0.584091695260089,1.35316741011617
"17304","AZRU","A",2008,"A04","A","B","4",17304,11,66,34.8179790721212,NA,NA,0.642509464575446,1.43010065509971,2.79727685325265
"17305","AZRU","A",2008,"A04","A","B","5",17305,10,55,30.0340715612362,NA,NA,0.193625467298724,0.499539597959491,1.24011852984754
"17306","AZRU","A",2008,"A04","A","C","1",17306,9,45,25.4911749434976,NA,NA,0.7265625,1.55274646216849,3.65714285714286
"17307","AZRU","A",2008,"A04","A","C","2",17307,9,45,25.4911749434976,NA,NA,0.622313671696388,1.21697285169525,2.64769975786925
"17308","AZRU","A",2008,"A04","A","C","3",17308,11,66,34.8179790721212,NA,NA,0.61876584953508,1.27512178436495,2.62305986696231
"17309","AZRU","A",2008,"A04","A","C","4",17309,13,91,45.0642398613991,NA,NA,0.801882168414861,1.9559602812775,5.04750123701138
"17310","AZRU","A",2008,"A04","A","C","5",17310,14,105,50.5077551801041,NA,NA,0.866812758704651,2.28356730035848,7.50822669104205
"17311","AZRU","A",2016,"A04","A","A","1",17311,8,36,21.202725191719,NA,NA,0.439453125,0.931369266724538,1.78397212543554
"17312","AZRU","A",2016,"A04","A","A","2",17312,11,66,34.8179790721212,NA,NA,0.334858323494687,0.845005748038181,1.50343909474151
"17313","AZRU","A",2016,"A04","A","A","3",17313,10,55,30.0340715612362,NA,NA,0.608256533266002,1.27364348715794,2.5526909442475
"17314","AZRU","A",2016,"A04","A","A","4",17314,13,91,45.0642398613991,NA,NA,0.546401358701039,1.20093604973279,2.2045921414939
"17315","AZRU","A",2016,"A04","A","A","5",17315,12,78,39.8313753407846,NA,NA,0.466260404280618,1.08981887107353,1.87357282094124
"17316","AZRU","A",2016,"A04","A","B","1",17316,10,55,30.0340715612362,NA,NA,0.594182825484765,1.39393838504834,2.4641638225256
"17317","AZRU","A",2016,"A04","A","B","2",17317,13,91,45.0642398613991,NA,NA,0.800663813433488,1.8275129692351,5.01665060029796
"17318","AZRU","A",2016,"A04","A","B","3",17318,5,15,10.041580220928,NA,NA,0.392845044977229,0.802057426207738,1.64702600502123
"17319","AZRU","A",2016,"A04","A","B","4",17319,10,55,30.0340715612362,NA,NA,0.692912793104746,1.43334814374712,3.25640397107489
"17320","AZRU","A",2016,"A04","A","B","5",17320,9,45,25.4911749434976,NA,NA,0.590406622839055,1.06826957282231,2.44144572583522
"17321","AZRU","A",2016,"A04","A","C","1",17321,7,28,17.1846588560844,NA,NA,0.713159127730077,1.35097280360758,3.48625351780056
"17322","AZRU","A",2016,"A04","A","C","2",17322,7,28,17.1846588560844,NA,NA,0.574582720189483,1.11660528500856,2.35063324283726
"17323","AZRU","A",2016,"A04","A","C","3",17323,8,36,21.202725191719,NA,NA,0.454617812383138,0.975234070206274,1.83357656833214
"17324","AZRU","A",2016,"A04","A","C","4",17324,9,45,25.4911749434976,NA,NA,0.797757310533684,1.71804593733928,4.94455449855237
"17325","AZRU","A",2016,"A04","A","C","5",17325,10,55,30.0340715612362,NA,NA,0.703227622443235,1.54406410076914,3.36958583623143
"17326","AZRU","A",2022,"A04","A","A","1",17326,5,15,10.041580220928,NA,NA,0.508145062222934,0.87054657963966,2.033119774134
"17327","AZRU","A",2022,"A04","A","A","2",17327,7,28,17.1846588560844,NA,NA,0.53652175330497,0.947045752897085,2.15759856504766
"17328","AZRU","A",2022,"A04","A","A","3",17328,7,28,17.1846588560844,NA,NA,0.366481994459834,0.851138417463408,1.57848710100568
"17329","AZRU","A",2022,"A04","A","A","4",17329,11,66,34.8179790721212,NA,NA,0.773149478119314,1.80982178377971,4.40818910932883
"17330","AZRU","A",2022,"A04","A","A","5",17330,9,45,25.4911749434976,NA,NA,0.596759809750297,1.30413082380242,2.47991153704386
"17331","AZRU","A",2022,"A04","A","B","1",17331,9,45,25.4911749434976,NA,NA,0.33718042366691,0.867122969990325,1.50870619351995
"17332","AZRU","A",2022,"A04","A","B","2",17332,9,45,25.4911749434976,NA,NA,0.634707504717666,1.21945379005045,2.73753228690642
"17333","AZRU","A",2022,"A04","A","B","3",17333,3,6,4.28660704987056,NA,NA,0.1322336398053,0.301396081068401,1.15238392022437
"17334","AZRU","A",2022,"A04","A","B","4",17334,6,21,13.4562784071759,NA,NA,0.401323616894706,0.864084514446961,1.6703515091293
"17335","AZRU","A",2022,"A04","A","B","5",17335,6,21,13.4562784071759,NA,NA,0.440992865636147,0.852542241106984,1.78888593459186
"17336","AZRU","A",2022,"A04","A","C","1",17336,8,36,21.202725191719,NA,NA,0.714792899408284,1.47901246831632,3.50622406639004
"17337","AZRU","A",2022,"A04","A","C","2",17337,6,21,13.4562784071759,NA,NA,0.638270265433273,1.16152991179632,2.76449488234021
"17338","AZRU","A",2022,"A04","A","C","3",17338,6,21,13.4562784071759,NA,NA,0.349592575826166,0.749275170474242,1.53749782495215
"17339","AZRU","A",2022,"A04","A","C","4",17339,8,36,21.202725191719,NA,NA,0.623867768595041,1.27485069850573,2.65863947969766
"17340","AZRU","A",2022,"A04","A","C","5",17340,8,36,21.202725191719,NA,NA,0.506679115196783,0.927852674989042,2.02707817731839
"17341","AZRU","A",2008,"A05","A","A","1",17341,5,15,10.041580220928,NA,NA,0.102186639118457,0.265849318690641,1.11381724038738
"17342","AZRU","A",2008,"A05","A","A","2",17342,6,21,13.4562784071759,NA,NA,0.240442523437219,0.499811782469544,1.31655606172859
"17343","AZRU","A",2008,"A05","A","A","3",17343,11,66,34.8179790721212,NA,NA,0.765285996055227,1.7313429149759,4.26050420168067
"17344","AZRU","A",2008,"A05","A","A","4",17344,9,45,25.4911749434976,NA,NA,0.16485269281291,0.463293888149499,1.19739355128637
"17345","AZRU","A",2008,"A05","A","A","5",17345,9,45,25.4911749434976,NA,NA,0.262619628448114,0.663095549721816,1.35615218221148
"17346","AZRU","A",2008,"A05","A","B","1",17346,11,66,34.8179790721212,NA,NA,0.670233848592945,1.43180174769871,3.03245192307692
"17347","AZRU","A",2008,"A05","A","B","2",17347,9,45,25.4911749434976,NA,NA,0.672778925619835,1.37695128282481,3.05603788476717
"17348","AZRU","A",2008,"A05","A","B","3",17348,7,28,17.1846588560844,NA,NA,0.646405938167431,1.24285019105219,2.82810179225666
"17349","AZRU","A",2008,"A05","A","B","4",17349,9,45,25.4911749434976,NA,NA,0.467644482379102,1.01179613247335,1.87844394751276
"17350","AZRU","A",2008,"A05","A","B","5",17350,8,36,21.202725191719,NA,NA,0.18352904377745,0.485506832082519,1.22478330965569
"17351","AZRU","A",2008,"A05","A","C","1",17351,11,66,34.8179790721212,NA,NA,0.847269972612319,2.05888946663014,6.54750095383441
"17352","AZRU","A",2008,"A05","A","C","2",17352,11,66,34.8179790721212,NA,NA,0.743710943759013,1.74820059196457,3.90184432635199
"17353","AZRU","A",2008,"A05","A","C","3",17353,8,36,21.202725191719,NA,NA,0.497107438016529,1.0008198471272,1.98849630238291
"17354","AZRU","A",2008,"A05","A","C","4",17354,11,66,34.8179790721212,NA,NA,0.564976127266891,1.09225260558011,2.29872442106989
"17355","AZRU","A",2008,"A05","A","C","5",17355,7,28,17.1846588560844,NA,NA,0.394879845429296,0.88837228245575,1.65256435841149
"17356","AZRU","A",2016,"A05","A","A","1",17356,10,55,30.0340715612362,NA,NA,0.150485528247206,0.374500899969467,1.17714298372894
"17357","AZRU","A",2016,"A05","A","A","2",17357,5,15,10.041580220928,NA,NA,0.602969582864688,1.00276639369697,2.51869871133624
"17358","AZRU","A",2016,"A05","A","A","3",17358,4,10,6.97137002317335,NA,NA,0.400988520408163,0.702883036672877,1.66941708810221
"17359","AZRU","A",2016,"A05","A","A","4",17359,10,55,30.0340715612362,NA,NA,0.542844716411849,0.936754495622321,2.18744053913395
"17360","AZRU","A",2016,"A05","A","A","5",17360,9,45,25.4911749434976,NA,NA,0.424263457981351,0.859897448684361,1.73690555838925
"17361","AZRU","A",2016,"A05","A","B","1",17361,7,28,17.1846588560844,NA,NA,0.687190980795399,1.27779220308267,3.19683876936401
"17362","AZRU","A",2016,"A05","A","B","2",17362,6,21,13.4562784071759,NA,NA,0.705574972882698,1.28827232194857,3.39645039618725
"17363","AZRU","A",2016,"A05","A","B","3",17363,7,28,17.1846588560844,NA,NA,0.586365250516529,1.01732323247613,2.41759185186631
"17364","AZRU","A",2016,"A05","A","B","4",17364,14,105,50.5077551801041,NA,NA,0.636914530993562,1.27527292151257,2.75417246175243
"17365","AZRU","A",2016,"A05","A","B","5",17365,8,36,21.202725191719,NA,NA,0.5568,1.07701360704159,2.25631768953069
"17366","AZRU","A",2016,"A05","A","C","1",17366,8,36,21.202725191719,NA,NA,0.628784831944843,1.12295966819965,2.69385544033431
"17367","AZRU","A",2016,"A05","A","C","2",17367,10,55,30.0340715612362,NA,NA,0.595533234440096,1.07576475988468,2.47239102232713
"17368","AZRU","A",2016,"A05","A","C","3",17368,7,28,17.1846588560844,NA,NA,0.349513416477702,0.732788749719611,1.53731072297469
"17369","AZRU","A",2016,"A05","A","C","4",17369,14,105,50.5077551801041,NA,NA,0.350649194179943,0.896502549080653,1.53999962891724
"17370","AZRU","A",2016,"A05","A","C","5",17370,8,36,21.202725191719,NA,NA,0.235667928610059,0.590244682856806,1.30833185918981
"17371","AZRU","A",2022,"A05","A","A","1",17371,6,21,13.4562784071759,NA,NA,0.518408291171373,0.952439989153274,2.07644770802283
"17372","AZRU","A",2022,"A05","A","A","2",17372,3,6,4.28660704987056,NA,NA,0.538562582097954,0.836073123747524,2.1671411142741
"17373","AZRU","A",2022,"A05","A","A","3",17373,9,45,25.4911749434976,NA,NA,0.706380208333333,1.37572564615957,3.40576496674058
"17374","AZRU","A",2022,"A05","A","A","4",17374,8,36,21.202725191719,NA,NA,0.402317176870748,0.759786725321081,1.67312822336831
"17375","AZRU","A",2022,"A05","A","A","5",17375,7,28,17.1846588560844,NA,NA,0.58851159955538,1.00507359872897,2.43020216103172
"17376","AZRU","A",2022,"A05","A","B","1",17376,10,55,30.0340715612362,NA,NA,0.563775510204082,1.12025516804649,2.29239766081871
"17377","AZRU","A",2022,"A05","A","B","2",17377,8,36,21.202725191719,NA,NA,0.526333912983592,0.998317134718877,2.11119188688161
"17378","AZRU","A",2022,"A05","A","B","3",17378,5,15,10.041580220928,NA,NA,0.459282662869348,0.848722420831599,1.84939511151346
"17379","AZRU","A",2022,"A05","A","B","4",17379,8,36,21.202725191719,NA,NA,0.5345458984375,1.12598567414627,2.14843954891162
"17380","AZRU","A",2022,"A05","A","B","5",17380,6,21,13.4562784071759,NA,NA,0.476764363761179,0.806034152579297,1.91118480994205
"17381","AZRU","A",2022,"A05","A","C","1",17381,7,28,17.1846588560844,NA,NA,0.695061436672968,1.42400122744207,3.27934908950019
"17382","AZRU","A",2022,"A05","A","C","2",17382,8,36,21.202725191719,NA,NA,0.761447042972913,1.59447003774469,4.19194133018629
"17383","AZRU","A",2022,"A05","A","C","3",17383,7,28,17.1846588560844,NA,NA,0.748837308076196,1.51131703186685,3.98148304726473
"17384","AZRU","A",2022,"A05","A","C","4",17384,9,45,25.4911749434976,NA,NA,0.364095052083333,0.755506974216993,1.57256206808293
"17385","AZRU","A",2022,"A05","A","C","5",17385,8,36,21.202725191719,NA,NA,0.565167243367935,1.13463593730476,2.29973474801061
"17386","AZRU","A",2008,"A06","A","A","1",17386,12,78,39.8313753407846,NA,NA,0.467268781068403,1.23440813890424,1.87711920094625
"17387","AZRU","A",2008,"A06","A","A","2",17387,10,55,30.0340715612362,NA,NA,0.737240075614367,1.65759695183608,3.80575539568345
"17388","AZRU","A",2008,"A06","A","A","3",17388,6,21,13.4562784071759,NA,NA,0.265885450034363,0.618371076152342,1.3621852339622
"17389","AZRU","A",2008,"A06","A","A","4",17389,8,36,21.202725191719,NA,NA,0.627006352025135,1.4000232445833,2.68101080388207
"17390","AZRU","A",2008,"A06","A","A","5",17390,13,91,45.0642398613991,NA,NA,0.74006243496358,1.78823361819626,3.8470776621297
"17391","AZRU","A",2008,"A06","A","B","1",17391,8,36,21.202725191719,NA,NA,0.255934509288797,0.563220556614876,1.34396771854607
"17392","AZRU","A",2008,"A06","A","B","2",17392,9,45,25.4911749434976,NA,NA,0.67214065504716,1.289238400591,3.05008844614096
"17393","AZRU","A",2008,"A06","A","B","3",17393,8,36,21.202725191719,NA,NA,0.620206004821389,1.10729348910311,2.63300634737449
"17394","AZRU","A",2008,"A06","A","B","4",17394,10,55,30.0340715612362,NA,NA,0.45571375739645,1.02680037380816,1.83726855783931
"17395","AZRU","A",2008,"A06","A","B","5",17395,8,36,21.202725191719,NA,NA,0.445140918088416,0.975286640509114,1.80225940711798
"17396","AZRU","A",2008,"A06","A","C","1",17396,7,28,17.1846588560844,NA,NA,0.768595041322314,1.62505743308082,4.32142857142857
"17397","AZRU","A",2008,"A06","A","C","2",17397,8,36,21.202725191719,NA,NA,0.265020820939917,0.648850664839577,1.36058276001619
"17398","AZRU","A",2008,"A06","A","C","3",17398,8,36,21.202725191719,NA,NA,0.63905325443787,1.31713095014335,2.77049180327869
"17399","AZRU","A",2008,"A06","A","C","4",17399,5,15,10.041580220928,NA,NA,0.0292330963300896,0.0917717160759789,1.03011340438119
"17400","AZRU","A",2008,"A06","A","C","5",17400,7,28,17.1846588560844,NA,NA,0.246913580246913,0.590187132958569,1.32786885245902
"17401","AZRU","A",2016,"A06","A","A","1",17401,12,78,39.8313753407846,NA,NA,0.471188846409194,1.15171689594099,1.89103424390666
"17402","AZRU","A",2016,"A06","A","A","2",17402,7,28,17.1846588560844,NA,NA,0.546418651628651,1.11899256303749,2.20467619224346
"17403","AZRU","A",2016,"A06","A","A","3",17403,4,10,6.97137002317335,NA,NA,0.136250343182907,0.317088774845606,1.15774286230687
"17404","AZRU","A",2016,"A06","A","A","4",17404,8,36,21.202725191719,NA,NA,0.583189439702923,1.03700770678211,2.39917145882115
"17405","AZRU","A",2016,"A06","A","A","5",17405,10,55,30.0340715612362,NA,NA,0.447649476942678,0.993201053010237,1.81044456057521
"17406","AZRU","A",2016,"A06","A","B","1",17406,11,66,34.8179790721212,NA,NA,0.49508211247637,1.01325431999062,1.98052005030858
"17407","AZRU","A",2016,"A06","A","B","2",17407,7,28,17.1846588560844,NA,NA,0.245830389961806,0.571764776991338,1.32596167584816
"17408","AZRU","A",2016,"A06","A","B","3",17408,7,28,17.1846588560844,NA,NA,0.506024096385542,0.83921433418073,2.02439024390244
"17409","AZRU","A",2016,"A06","A","B","4",17409,5,15,10.041580220928,NA,NA,0.572713260668294,0.932984028691272,2.34034878209429
"17410","AZRU","A",2016,"A06","A","B","5",17410,5,15,10.041580220928,NA,NA,0.61110278999469,1.16522881224627,2.57137355134624
"17411","AZRU","A",2016,"A06","A","C","1",17411,10,55,30.0340715612362,NA,NA,0.816,1.928809007024,5.43478260869565
"17412","AZRU","A",2016,"A06","A","C","2",17412,13,91,45.0642398613991,NA,NA,0.466787118716123,1.17629512912647,1.87542355989635
"17413","AZRU","A",2016,"A06","A","C","3",17413,12,78,39.8313753407846,NA,NA,0.774007386888273,1.73696227786623,4.42492339121553
"17414","AZRU","A",2016,"A06","A","C","4",17414,7,28,17.1846588560844,NA,NA,0.0750046227810653,0.217976287968164,1.08108648392014
"17415","AZRU","A",2016,"A06","A","C","5",17415,9,45,25.4911749434976,NA,NA,0.357179752066116,0.853521126135118,1.55564483728405
"17416","AZRU","A",2022,"A06","A","A","1",17416,10,55,30.0340715612362,NA,NA,0.652263374485597,1.5021767892315,2.87573964497041
"17417","AZRU","A",2022,"A06","A","A","2",17417,7,28,17.1846588560844,NA,NA,0.611303344867359,1.29873559554845,2.5727002967359
"17418","AZRU","A",2022,"A06","A","A","3",17418,2,3,2.04124145231932,NA,NA,0.0739644970414202,0.163023629494366,1.07987220447284
"17419","AZRU","A",2022,"A06","A","A","4",17419,5,15,10.041580220928,NA,NA,0.621985243970488,1.20991578692639,2.64539937674266
"17420","AZRU","A",2022,"A06","A","A","5",17420,7,28,17.1846588560844,NA,NA,0.553249141142885,1.05515639965682,2.23838405718618
"17421","AZRU","A",2022,"A06","A","B","1",17421,6,21,13.4562784071759,NA,NA,0.213494809688581,0.475704042162194,1.27144742630884
"17422","AZRU","A",2022,"A06","A","B","2",17422,2,3,2.04124145231932,NA,NA,0.191326530612245,0.340499778471299,1.23659305993691
"17423","AZRU","A",2022,"A06","A","B","3",17423,8,36,21.202725191719,NA,NA,0.18352904377745,0.485506832082519,1.22478330965569
"17424","AZRU","A",2022,"A06","A","B","4",17424,8,36,21.202725191719,NA,NA,0.63905325443787,1.31713095014335,2.77049180327869
"17425","AZRU","A",2022,"A06","A","B","5",17425,4,10,6.97137002317335,NA,NA,0.525271497848508,0.920272952535722,2.10646716063593
"17426","AZRU","A",2022,"A06","A","C","1",17426,9,45,25.4911749434976,NA,NA,0.775510204081633,1.87116041423181,4.45454545454545
"17427","AZRU","A",2022,"A06","A","C","2",17427,10,55,30.0340715612362,NA,NA,0.213427335362923,0.604958397486577,1.27133835811774
"17428","AZRU","A",2022,"A06","A","C","3",17428,5,15,10.041580220928,NA,NA,0.585973656105376,1.07581585163201,2.41530524505589
"17429","AZRU","A",2022,"A06","A","C","4",17429,10,55,30.0340715612362,NA,NA,0.195167071337727,0.529536309681455,1.24249389455538
"17430","AZRU","A",2022,"A06","A","C","5",17430,5,15,10.041580220928,NA,NA,0.638250405624662,1.09618485276244,2.76434311343674
"17431","BAND","P",2008,"P01","A","A","1",17431,15,120,56.1540848914841,NA,NA,0.612234780884394,1.60507947216413,2.57888008182051
"17432","BAND","P",2008,"P01","A","A","2",17432,12,78,39.8313753407846,NA,NA,0.831078675685297,2.11209519078053,5.91991570073762
"17433","BAND","P",2008,"P01","A","A","3",17433,13,91,45.0642398613991,NA,NA,0.885185185185185,2.30963015080607,8.70967741935484
"17434","BAND","P",2008,"P01","A","A","4",17434,12,78,39.8313753407846,NA,NA,0.761736901137638,1.87981081612152,4.19704102219233
"17435","BAND","P",2008,"P01","A","A","5",17435,9,45,25.4911749434976,NA,NA,0.665680473372781,1.47708799181103,2.99115044247788
"17436","BAND","P",2008,"P01","A","B","1",17436,12,78,39.8313753407846,NA,NA,0.813313802083333,2.05089961923458,5.35658238884045
"17437","BAND","P",2008,"P01","A","B","2",17437,12,78,39.8313753407846,NA,NA,0.837590724856254,2.04346289346325,6.15728380731283
"17438","BAND","P",2008,"P01","A","B","3",17438,11,66,34.8179790721212,NA,NA,0.779675135360267,1.79503214170648,4.53875236294896
"17439","BAND","P",2008,"P01","A","B","4",17439,12,78,39.8313753407846,NA,NA,0.833333333333333,2.02361567397977,6
"17440","BAND","P",2008,"P01","A","B","5",17440,10,55,30.0340715612362,NA,NA,0.698649813272048,1.61926373693389,3.31839847473785
"17441","BAND","P",2008,"P01","A","C","1",17441,16,136,61.9962048174298,NA,NA,0.874606175173283,2.3750930759547,7.9748743718593
"17442","BAND","P",2008,"P01","A","C","2",17442,13,91,45.0642398613991,NA,NA,0.861957525392428,2.20636054144999,7.24414715719064
"17443","BAND","P",2008,"P01","A","C","3",17443,10,55,30.0340715612362,NA,NA,0.698649813272048,1.61926373693389,3.31839847473785
"17444","BAND","P",2008,"P01","A","C","4",17444,12,78,39.8313753407846,NA,NA,0.799001479289941,1.87809452243237,4.97516099356026
"17445","BAND","P",2008,"P01","A","C","5",17445,9,45,25.4911749434976,NA,NA,0.579719387755102,1.31655559253204,2.3793626707132
"17446","BAND","P",2013,"P01","A","A","1",17446,9,45,25.4911749434976,NA,NA,0.542831647828673,1.03231823963238,2.18737800910865
"17447","BAND","P",2013,"P01","A","A","2",17447,7,28,17.1846588560844,NA,NA,0.633495583198125,1.28188639629509,2.72848007870143
"17448","BAND","P",2013,"P01","A","A","3",17448,18,171,74.2430220006532,NA,NA,0.91141498216409,2.57760758773699,11.2885906040268
"17449","BAND","P",2013,"P01","A","A","4",17449,12,78,39.8313753407846,NA,NA,0.757875719823855,1.81506996459064,4.13011036841287
"17450","BAND","P",2013,"P01","A","A","5",17450,15,120,56.1540848914841,NA,NA,0.708524226016937,1.79911467565168,3.43081686115742
"17451","BAND","P",2013,"P01","A","B","1",17451,5,15,10.041580220928,NA,NA,0.411288031957938,0.789405756406827,1.69862352777675
"17452","BAND","P",2013,"P01","A","B","2",17452,10,55,30.0340715612362,NA,NA,0.56301058536885,1.078677520408,2.28838495056927
"17453","BAND","P",2013,"P01","A","B","3",17453,13,91,45.0642398613991,NA,NA,0.663265306122449,1.64168856685467,2.96969696969697
"17454","BAND","P",2013,"P01","A","B","4",17454,10,55,30.0340715612362,NA,NA,0.594732598763773,1.19704283645577,2.46750663129973
"17455","BAND","P",2013,"P01","A","B","5",17455,15,120,56.1540848914841,NA,NA,0.685776095186587,1.80438854171229,3.18244406196213
